A,B,LeadingEuro,LeadingUS,SDR
2007/9/1,-0.003192669,102.7127284,101.7902481,0.115748929
2007/10/1,-0.006600167,102.8224357,101.8185359,0.105131448
2007/11/1,-0.005482867,102.9291721,101.812945,0.091061595
2007/12/1,0.007924231,103.0248675,101.7727844,0.07733749
2008/1/1,-0.005133278,103.0948582,101.7128015,0.077950539
2008/2/1,0.000949646,103.1217356,101.649618,0.073442138
2008/3/1,-0.034956907,103.0917477,101.589752,0.072381973
2008/4/1,-0.002771278,102.9990323,101.5180204,0.049966741
2008/5/1,0.007241032,102.8396049,101.4082989,0.03827378
2008/6/1,-0.000626224,102.6064826,101.2352614,0.042832955
2008/7/1,-0.003508997,102.2893447,100.9776679,0.040196454
2008/8/1,0.042311305,101.8760475,100.6272182,0.033599517
2008/9/1,0.019688648,101.3598791,100.1922623,0.056675709
2008/10/1,0.036102914,100.7532261,99.70823636,0.07933186
2008/11/1,0.022733998,100.0828179,99.22081889,0.128409161
2008/12/1,-0.043925343,99.39085714,98.77232724,0.152516831
2009/1/1,0.019402156,98.73354143,98.38805023,0.122978775
2009/2/1,0.010006504,98.16898456,98.08192814,0.131351778
2009/3/1,-0.006195241,97.73973261,97.85752187,0.150185307
2009/4/1,-0.002583302,97.45842277,97.71542352,0.127971482
2009/5/1,-0.014462916,97.31424013,97.65071161,0.123283663
2009/6/1,-0.005854397,97.2855178,97.65660367,0.108004639
2009/7/1,0.001825173,97.3433629,97.72247412,0.097324736
2009/8/1,-0.003471704,97.46048455,97.83713871,0.096774361
2009/9/1,-0.002193773,97.61459418,97.98772153,0.08938941
2009/10/1,-0.006678257,97.78788037,98.15489695,0.080243501
2009/11/1,0.002046048,97.96888925,98.32048052,0.070320777
2009/12/1,0.003558001,98.15320437,98.47361638,0.070184905
2010/1/1,0.007449773,98.34367205,98.61686027,0.079819435
2010/2/1,0.014300533,98.54569637,98.75856801,0.092127174
2010/3/1,0.001691289,98.76187718,98.90583541,0.116785301
2010/4/1,0.002612853,98.98592913,99.0573855,0.118434553
2010/5/1,0.036799461,99.20862945,99.20692138,0.12375225
2010/6/1,0.007081933,99.42300133,99.34595431,0.163566663
2010/7/1,-0.031914012,99.62933417,99.4665572,0.184549038
2010/8/1,0.002272787,99.83154583,99.5610414,0.163716967
2010/9/1,-0.003583278,100.0339453,99.62275475,0.163062881
2010/10/1,-0.037311645,100.2381191,99.64855179,0.155779521
2010/11/1,0.010935931,100.4420009,99.63870485,0.121887941
2010/12/1,0.018938574,100.6386184,99.59920916,0.133962077
2011/1/1,-0.008056547,100.8146508,99.54646213,0.149770616
2011/2/1,-0.00847944,100.9560037,99.49871044,0.146413346
2011/3/1,-0.006360746,101.0513169,99.46827667,0.135452207
2011/4/1,-0.006138589,101.1029062,99.45325589,0.121085584
2011/5/1,0.007399095,101.1181624,99.44740076,0.101557456
2011/6/1,-0.000768559,101.1048024,99.44869908,0.107418113
2011/7/1,-7.14792E-05,101.0685734,99.46709351,0.105582172
2011/8/1,-2.12765E-05,101.0130622,99.5163685,0.111470006
2011/9/1,0.020648381,100.9409624,99.60464763,0.112999147
2011/10/1,-0.001947968,100.856529,99.72251371,0.134190929
2011/11/1,0.003897442,100.7637042,99.85248529,0.137762378
2011/12/1,0.00729979,100.6649252,99.97612235,0.144590353
2012/1/1,0.001535554,100.5603455,100.0800197,0.159669836
2012/2/1,-0.004073512,100.4498506,100.1545903,0.174145321
2012/3/1,0.000794323,100.3325695,100.1940766,0.158292472
2012/4/1,-0.000110244,100.210925,100.1984831,0.154533043
2012/5/1,0.007685702,100.0875447,100.1707441,0.159004865
2012/6/1,0.004909119,99.96307879,100.1162597,0.179896118
2012/7/1,0.001124406,99.83404215,100.0445917,0.19044116
2012/8/1,-0.000759804,99.69612606,99.96691907,0.203507024
2012/9/1,-0.015115604,99.54778382,99.89459571,0.198824823
2012/10/1,-0.00152322,99.39441271,99.83801012,0.179351138
2012/11/1,0.004301136,99.24599922,99.80450645,0.171653421
2012/12/1,-0.011485591,99.11511374,99.79505176,0.175955334
2013/1/1,-0.002275426,99.0145616,99.79912516,0.159400267
2013/2/1,0.00067645,98.95509358,99.80357667,0.1445006
2013/3/1,0.007951976,98.94144027,99.80034666,0.133730957
2013/4/1,-0.001734083,98.96452418,99.79399303,0.148013955
2013/5/1,-0.000104878,99.01013176,99.79415051,0.143924076
2013/6/1,-0.002790633,99.06475743,99.80810698,0.144118205
2013/7/1,0.000639036,99.11982107,99.83280859,0.137994579
2013/8/1,-0.002946986,99.17064036,99.85930063,0.139677449
2013/9/1,0.000605272,99.21534176,99.87625895,0.131858779
2013/10/1,-0.008378018,99.25403109,99.87325865,0.131938579
2013/11/1,0.006739342,99.28729929,99.84502485,0.121294416
2013/12/1,-0.004900964,99.31509137,99.79698759,0.125771688
2014/1/1,0.0006293,99.33595627,99.75252334,0.115629417
2014/2/1,-0.00011914,99.34834826,99.74009867,0.120610405
2014/3/1,-0.00303078,99.35293615,99.78007873,0.119850982
2014/4/1,0.000706959,99.35465877,99.86916103,0.112928175
2014/5/1,0.00275343,99.36013344,99.99183571,0.114084763
2014/6/1,0.001694066,99.37504012,100.1281521,0.119329739
2014/7/1,-0.000901578,99.40113409,100.25891,0.125596346
2014/8/1,0.002848978,99.43792198,100.3691126,0.129614312
2014/9/1,0.013769005,99.48344049,100.4516699,0.136410168
2014/10/1,0.001181283,99.53416833,100.5124359,0.150142192
2014/11/1,0.002069432,99.5857993,100.5623048,0.159431804
2014/12/1,0.001793154,99.63434718,100.61082,0.162259869
2015/1/1,0.032613132,99.67798424,100.660519,0.166718552
2015/2/1,0.005871508,99.71701331,100.708561,0.200903748
2015/3/1,0.01893033,99.74965868,100.7481988,0.218656602
2015/4/1,0.001121477,99.77549332,100.7703009,0.245290637
2015/5/1,-0.015648499,99.79525122,100.7655877,0.249870942
2015/6/1,-0.001740249,99.81096695,100.7280622,0.230866922
2015/7/1,0.008398013,99.82510804,100.6603047,0.225331618
2015/8/1,-0.005338674,99.84031502,100.5692256,0.238677772
2015/9/1,-0.002335488,99.85904781,100.4639729,0.230297837
2015/10/1,0.000416196,99.88295585,100.3554946,0.225729436
2015/11/1,0.021194627,99.91206838,100.2542392,0.224367037
2015/12/1,-0.007433835,99.94340771,100.1680734,0.252767174
2016/1/1,0.000197376,99.96901226,100.0996661,0.242071238
2016/2/1,-0.006678677,99.97930804,100.048616,0.240965499
2016/3/1,0.001044786,99.97020672,100.0122782,0.227748883
2016/4/1,-0.006874263,99.94571528,99.98531915,0.228667291
2016/5/1,0.001021897,99.91454766,99.96192562,0.217053116
2016/6/1,0.002123563,99.88678065,99.93730083,0.221278617
2016/7/1,0.001197725,99.87085424,99.90886425,0.226051665
2016/8/1,-0.003472958,99.87331188,99.87576749,0.22792768
2016/9/1,0.000452031,99.89758599,99.83864788,0.221565748
2016/10/1,0.005549882,99.9425539,99.79967992,0.221378115
2016/11/1,0.003362034,100.0045996,99.76209831,0.224667452
2016/12/1,0.003181869,100.0792051,99.72981788,0.235916344
2017/1/1,-0.004419066,100.1596986,99.70691764,0.245096875
2017/2/1,0.000418477,100.2396705,99.69686389,0.241600596
2017/3/1,-0.000267757,100.315552,99.70102219,0.241738149
2017/4/1,-0.002434191,100.3867125,99.71620915,0.237418817
2017/5/1,-0.009638062,100.4537522,99.73729585,0.23854292
2017/6/1,-0.001031771,100.5175257,99.75895773,0.217679324
2017/7/1,-0.005532388,100.5783735,99.77693943,0.208702434
2017/8/1,-0.004606032,100.6355639,99.7884857,0.192526343
2017/9/1,-0.001434398,100.6868276,99.79297974,0.178340371
2017/10/1,0.003148703,100.728038,99.79298791,0.175706584
2017/11/1,-0.00103496,100.7543704,99.79318159,0.1816062
2017/12/1,-0.002637649,100.7620791,99.79953814,0.182121666
2018/1/1,-0.005087763,100.7512445,99.81848646,0.178654584
2018/2/1,-0.001316649,100.7229492,99.85526477,0.164699951
2018/3/1,0.000391555,100.6787103,99.91133594,0.161573832
2018/4/1,-0.000335652,100.6194706,99.9804858,0.163557891
2018/5/1,0.025618049,100.5461011,100.0532643,0.166824522
2018/6/1,0.001688598,100.4606667,100.1204031,0.187089252
2018/7/1,-0.000830202,100.3686686,100.1758896,0.191279214
2018/8/1,0.002615081,100.2767356,100.2165845,0.18440286
2018/9/1,-0.003743045,100.1907721,100.2426192,0.189116046
2018/10/1,0.003514728,100.1140964,100.2588029,0.183188275
2018/11/1,0.00149166,100.0482434,100.271202,0.191555122
2018/12/1,-0.00091397,99.99310698,100.2844035,0.197239675
2019/1/1,-0.000196907,99.94631978,100.2990262,0.196233658
2019/2/1,-0.000233455,99.90443409,100.3137335,0.199733232
2019/3/1,-0.014468801,99.86516825,100.3271028,0.203990447
