Time,Turevalue,TSEh=1forecasting,NTaylorh=1,LTaylorh=1,PPPNewh=1,Randomwalkh=1
2017/7/1,-0.261589832,-0.249399137,-0.252200248,-0.252560886,-0.246847336,-0.246951693
2017/8/1,-0.259450324,-0.247267398,-0.26946439,-0.276974733,-0.260947142,-0.261589832
2017/9/1,-0.287283868,-0.284986139,-0.267314192,-0.27710411,-0.25910502,-0.259450324
2017/10/1,-0.277974391,-0.286487593,-0.295814816,-0.307781278,-0.285499615,-0.287283868
2017/11/1,-0.27820165,-0.278277135,-0.2850686,-0.282565132,-0.277667238,-0.277974391
2017/12/1,-0.292992323,-0.292789512,-0.284488918,-0.276257003,-0.278496815,-0.27820165
2018/1/1,-0.323638649,-0.31696062,-0.301755071,-0.292196535,-0.291998703,-0.292992323
2018/2/1,-0.333176681,-0.32741063,-0.330844145,-0.353227669,-0.321102538,-0.323638649
2018/3/1,-0.334316854,-0.335311522,-0.343938627,-0.355415858,-0.331519268,-0.333176681
2018/4/1,-0.341774481,-0.34861746,-0.345688398,-0.361882179,-0.333922908,-0.334316854
2018/5/1,-0.298881623,-0.3154302,-0.350741633,-0.352073119,-0.3412393,-0.341774481
2018/6/1,-0.284557553,-0.284896789,-0.305280822,-0.301635534,-0.301492559,-0.298881623
2018/7/1,-0.275181045,-0.279484911,-0.289306833,-0.290805283,-0.286942253,-0.284557553
2018/8/1,-0.253016514,-0.253213863,-0.278279375,-0.271705021,-0.276283615,-0.275181045
2018/9/1,-0.267112085,-0.258865924,-0.256349504,-0.239447736,-0.2548067,-0.253016514
2018/10/1,-0.263311368,-0.270863208,-0.270873539,-0.272709065,-0.266911198,-0.267112085
2018/11/1,-0.254797245,-0.25584079,-0.266957876,-0.281947127,-0.263094897,-0.263311368
2018/12/1,-0.237191088,-0.228423498,-0.259455196,-0.262947389,-0.255491544,-0.254797245
2019/1/1,-0.253914748,-0.250394251,-0.241892236,-0.234035961,-0.238648636,-0.237191088
2019/2/1,-0.263112972,-0.269334657,-0.2559973,-0.261439833,-0.253386709,-0.253914748
2019/3/1,-0.27536727,-0.278722465,-0.268581889,-0.271926836,-0.261942302,-0.263112972
