A,B,leading indicator US,leading indicator China,SDR RMB
2011/4/1,-0.000284429,99.45325589,100.8282072,10.4372
2011/5/1,-8.00E-05,99.44740076,100.9089136,10.3835
2011/6/1,-1.01E-05,99.44869908,100.9662096,10.3585
2011/7/1,-0.004105398,99.46709351,100.9982021,10.3033
2011/8/1,-0.001203479,99.5163685,101.0056625,10.2923
2011/9/1,-0.000458722,99.60464763,100.9907314,10.0513
2011/10/1,-0.000111202,99.72251371,100.9563086,9.9993
2011/11/1,2.24E-05,99.85248529,100.9066988,9.9301
2011/12/1,8.36E-07,99.97612235,100.8465576,9.7844
2012/1/1,-1.15E-05,100.0800197,100.7798763,9.7009
2012/2/1,0.001095984,100.1545903,100.7114205,9.7606
2012/3/1,0.000236343,100.1940766,100.6445668,9.719
2012/4/1,0.001056396,100.1984831,100.5801842,9.7157
2012/5/1,0.000749284,100.1707441,100.5210428,9.6532
2012/6/1,0.000330179,100.1162597,100.4683794,9.574
2012/7/1,0.00071053,100.0445917,100.4232682,9.5252
2012/8/1,0.000206791,99.96691907,100.3874582,9.5914
2012/9/1,-0.000371402,99.89459571,100.3621175,9.7507
2012/10/1,-9.18E-05,99.83801012,100.3466886,9.7265
2012/11/1,0.000140526,99.80450645,100.3400656,9.6297
2012/12/1,1.58E-05,99.79505176,100.3405868,9.6782
2013/1/1,0.000515071,99.79912516,100.3468304,9.6403
2013/2/1,8.43E-05,99.80357667,100.3587212,9.5963
2013/3/1,-0.000305552,99.80034666,100.3761421,9.4317
2013/4/1,-0.001739379,99.79399303,100.398993,9.3971
2013/5/1,-0.000499871,99.79415051,100.4267278,9.2933
2013/6/1,0.000814021,99.80810698,100.4585688,9.3427
2013/7/1,0.000336979,99.83280859,100.4932069,9.2829
2013/8/1,3.62E-05,99.85930063,100.5274835,9.3706
2013/9/1,-2.62E-05,99.87625895,100.5575008,9.3792
2013/10/1,0.000275752,99.87325865,100.5814302,9.4522
2013/11/1,-0.00019733,99.84502485,100.5977416,9.3913
2013/12/1,-8.98E-06,99.79698759,100.6062453,9.4103
2014/1/1,0.00104461,99.75252334,100.6082849,9.3725
2014/2/1,0.001892452,99.74009867,100.6052207,9.413
2014/3/1,0.001023148,99.78007873,100.5974156,9.4969
2014/4/1,0.000401466,99.86916103,100.5836167,9.5292
2014/5/1,8.88E-05,99.99183571,100.5633821,9.5356
2014/6/1,0.000936977,100.1281521,100.5366564,9.4878
2014/7/1,0.000220685,100.25891,100.5035862,9.5059
2014/8/1,9.42E-05,100.3691126,100.4642307,9.4025
2014/9/1,6.18E-05,100.4516699,100.4202237,9.2228
2014/10/1,0.000173076,100.5124359,100.3711673,9.132
2014/11/1,-0.00032362,100.5623048,100.317762,9.0133
2014/12/1,0.000775239,100.61082,100.2610324,8.9221
2015/1/1,0.000477034,100.660519,100.2009783,8.7053
2015/2/1,0.000628394,100.708561,100.1386741,8.6639
2015/3/1,-0.001326015,100.7481988,100.0759749,8.5188
2015/4/1,-0.000445658,100.7703009,100.0150432,8.4831
2015/5/1,0.000312784,100.7655877,99.95672231,8.5873
2015/6/1,0.00015518,100.7280622,99.90099001,8.5915
2015/7/1,0.029325568,100.6603047,99.84732969,8.5389
2015/8/1,0.010086788,100.5692256,99.7968197,8.8428
2015/9/1,0.00129151,100.4639729,99.74984623,8.957
2015/10/1,0.002804683,100.3554946,99.70638767,8.9275
2015/11/1,0.013692687,100.2542392,99.66645332,8.7975
2015/12/1,0.018058135,100.1680734,99.62947217,8.941
2016/1/1,0.001663452,100.0996661,99.59520766,9.0844
2016/2/1,-0.000352453,100.048616,99.56388574,9.1158
2016/3/1,-0.000171199,100.0122782,99.53596718,9.0783
2016/4/1,0.010292449,99.98531915,99.51138712,9.1272
2016/5/1,0.011597455,99.96192562,99.4907456,9.2138
2016/6/1,0.01317042,99.93730083,99.47475459,9.2849
2016/7/1,0.001140698,99.90886425,99.46390717,9.285
2016/8/1,0.005072569,99.87576749,99.45852906,9.3039
2016/9/1,0.012104064,99.83864788,99.45886017,9.3353
2016/10/1,0.01277709,99.79967992,99.46550366,9.3162
2016/11/1,0.013024797,99.76209831,99.47886352,9.3431
2016/12/1,0.001869319,99.72981788,99.49884933,9.3247
2017/1/1,0.000444708,99.70691764,99.52492726,9.3227
2017/2/1,0.005337341,99.69686389,99.55565841,9.3151
2017/3/1,0.001513486,99.70102219,99.58893381,9.3443
2017/4/1,0.000594875,99.71620915,99.62206748,9.3804
2017/5/1,-0.010325455,99.73729585,99.65349271,9.4712
2017/6/1,-0.003488731,99.75895773,99.68189563,9.4192
2017/7/1,-0.011530403,99.77693943,99.70581247,9.4496
2017/8/1,-0.01194547,99.7884857,99.7254241,9.4139
2017/9/1,0.009023767,99.79297974,99.74133321,9.3293
2017/10/1,0.002798414,99.79298791,99.7540129,9.3287
2017/11/1,-0.000958123,99.79318159,99.76400299,9.3304
2017/12/1,-0.020928448,99.79953814,99.77181568,9.3308
2018/1/1,-0.014053172,99.81848646,99.77737006,9.2473
2018/2/1,-0.000466288,99.85526477,99.78006472,9.1628
2018/3/1,-0.000532879,99.91133594,99.77931692,9.1811
2018/4/1,0.013266536,99.9804858,99.77514731,9.1375
2018/5/1,0.01488799,100.0532643,99.76718532,9.0785
2018/6/1,0.036679773,100.1204031,99.75587519,9.1425
2018/7/1,0.018626778,100.1758896,99.74270955,9.4416
2018/8/1,0.004646427,100.2165845,99.72948239,9.5605
2018/9/1,0.01173283,100.2426192,99.71782902,9.6009
2018/10/1,0.002989429,100.2588029,99.70954197,9.6475
2018/11/1,-0.005940518,100.271202,99.70652152,9.6097
2018/12/1,-0.011438519,100.2844035,99.7107643,9.5381
2019/1/1,-0.004819778,100.2990262,99.72341615,9.4622
2019/2/1,-0.001380319,100.3137335,99.74466559,9.3758
2019/3/1,0.000559461,100.3271028,99.77299964,9.3385
